"2018/2019","2","2","2","45","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2326"
"2018/2019","2","2","2","29","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2327"
"2018/2019","2","2","2","6","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2328"
"2018/2019","2","2","2","40","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2329"
"2018/2019","2","2","2","42","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2330"
"2018/2019","2","2","2","41","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2331"
"2018/2019","2","2","2","18","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2332"
"2018/2019","2","2","2","4","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2333"
"2018/2019","2","2","2","7","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2334"
"2018/2019","2","2","2","9","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2335"
"2018/2019","2","2","2","1","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2336"
"2018/2019","2","2","2","13","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2337"
"2018/2019","2","2","2","2","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2338"
"2018/2019","2","2","2","21","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2339"
"2018/2019","2","2","2","22","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2340"
"2018/2019","2","2","2","23","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2341"
"2018/2019","2","2","2","24","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2342"
"2018/2019","2","2","2","25","27650","ND SCIENCES - EVENING - SCHOOL FEE","14","2343"
"2018/2019","2","2","2","12","27650","ND SHSS - EVENING - SCHOOL FEE","14","2344"
"2018/2019","2","2","2","36","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2345"
"2018/2019","2","2","2","34","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2346"
"2018/2019","2","2","2","33","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2347"
"2018/2019","2","2","2","37","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2348"
"2018/2019","2","2","2","38","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2349"
"2018/2019","2","2","2","32","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2350"
"2018/2019","2","2","2","35","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2351"
"2018/2019","2","2","2","3","26900","ND OTHER COURSES - EVENING - SCHOOL FEE","15","2352"
"2018/2019","2","1","5","20","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2353"
"2018/2019","2","1","5","19","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2354"
"2018/2019","2","1","5","17","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2355"
"2018/2019","2","1","5","16","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2356"
"2018/2019","2","1","5","8","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2357"
"2018/2019","2","1","5","43","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2358"
"2018/2019","2","1","5","5","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2359"
"2018/2019","2","1","5","10","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2360"
"2018/2019","2","1","5","39","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2361"
"2018/2019","2","1","5","27","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2362"
"2018/2019","2","1","5","30","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2363"
"2018/2019","2","1","5","26","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2364"
"2018/2019","2","1","5","28","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2365"
"2018/2019","2","1","5","11","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2366"
"2018/2019","2","1","5","45","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2367"
"2018/2019","2","1","5","29","42300","HND SCIENCES - EVENING - SCHOOL FEE","16","2368"
"2018/2019","2","1","5","31","41800","HND OTHER COURSES - EVENING - SCHOOL FEE","17","2369"
"2018/2019","2","1","5","6","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2370"
"2018/2019","2","1","5","40","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2371"
"2018/2019","2","1","5","42","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2372"
"2018/2019","2","1","5","41","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2373"
"2018/2019","2","1","5","18","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2374"
"2018/2019","2","1","5","4","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2375"
"2018/2019","2","1","5","7","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2376"
"2018/2019","2","1","5","9","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2377"
"2018/2019","2","1","5","1","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2378"
"2018/2019","2","1","5","13","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2379"
"2018/2019","2","1","5","2","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2380"
"2018/2019","2","1","5","21","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2381"
"2018/2019","2","1","5","22","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2382"
"2018/2019","2","1","5","23","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2383"
"2018/2019","2","1","5","24","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2384"
"2018/2019","2","1","5","25","41800","HND SCIENCES - EVENING - SCHOOL FEE","17","2385"
"2018/2019","2","1","5","12","41800","HND SHSS - EVENING - SCHOOL FEE","17","2386"
"2018/2019","2","1","5","36","39050","HND OTHER COURSES - EVENING - SCHOOL FEE","18","2387"
"2018/2019","2","1","5","34","39050","HND OTHER COURSES - EVENING - SCHOOL FEE","18","2388"
"2018/2019","2","1","5","33","39050","HND OTHER COURSES - EVENING - SCHOOL FEE","18","2389"
